label,text
false, Actor Vijay’s father criticized government for enforcing a curfew to abate COVID-19.
misleading, Hydroxychloroquine (HCQ) can prevent COVID-19.
false, Tamil Nadu Govt ordered to re-open TASMAC bars.
false, Italian president breaks down and surrenders because of the COVID-19 epidemic.
false, Viral video shows a man having great difficulty breathing. Even the medical team keeps a safe distance from this man. These videos are shared as a patient suffering from COVID-19.
false, Chain message warns against accepting immunization from coronavirus; says they are rather implanting COVID-19 through said vaccine.
false," As per Home Ministry of India, sharing information related to the coronavirus is now a punishable offense."
false, Johns Hopkins University says coronavirus fatalities in Colombia are the third lowest in the world.
false," French professor Didier Raoult, big defender of chloroquine treatment, insulted ex-European MP Daniel Cohn-Bendit, after Cohn-Bendit criticized his scientific work."
misleading, The brazilian Health Surveillance Agency approved chloroquine/hydroxychloroquine as a treatment for COVID-19.
false, Marathi newspaper reports a conspiracy theory of coronavirus being a bioweapon.
false, An image of a baby born with deformities claims that the baby was suffering from coronavirus.
false," Two audio clips stating that the Mumbai police commissioner is going to enforce strict actions during the 21-day lockdown in India and that there will be a spike in cases after March 27, 2020."
false, Says certain states are banning the sale of alcohol.
false, “We inherited a broken test” for COVID-19.
false," A satellite map by the Royal Dutch Meteorology Institute (KNMI) showed lowered nitrogen levels since the coronavirus crisis, which would supposedly indicate nitrogen levels in the Netherlands are unrelated to the Dutch agricultural sector."
false, Video shows re-opened wet market in China .
false, Prof. Shenme Minzi from Zanjan University said lemon cure is helpful for COVID-19.
false, A headline alleges that the first pregnant woman with coronavirus gave birth in Macedonia.
false, Iceland is testing its entire population.
false," France needs tests for its population; however, Paris sent tests to Algeria."
misleading, A set of claims passed as instructions to be followed during the COVID-19 pandemic period.
false, Restrictions to transit by your ID-number due to coronavirus.
false, Sri Lanka’s KDU hospital will be dedicated to treat only VIP COVID-19 patients.
false," Post claiming that Myanmar found COVID-19 treatment medicine called “chlorofos,” a medicine to treat malaria. The post also claims “chlorofos” is one of the WHO’s selected medicines to treat COVID-19."
false, Video shows that the Italian government/Brisbane police used zombie robots/drones to chase their citizen and make them stay home.
false, Video shows a supermarket in Louisiana had a breakdown: People were plundering goods with armed soldiers onsite.
false, COVID-19 can be removed with a blow dryer on the nose or with a pot of boiling water.
false," According to the Mexican Health secretary, President Andrés Manuel López Obrador has COVID-19."
false," Ronaldo Caiado, governor of the Brazilian state Goiás, was beaten up due to his lockdown decrees. A gallery of photos proves it."
false, Video shows the suicide of an American man because he is infected with coronavirus.
false, Myanmar president and state counselor are under 14 days quarantine after meeting with a COVID-19 patient from Switzerland.
false, UN is giving humanitarian aid in coronavirus emergency.
false, Rubbing mustard oil on your nostrils can prevent coronavirus.
false, PM Modi announced internet suspension due to viral fake news related to COVID-19.
false, Indian state of Madhya Pradesh’s government has issued an order to shoot at sight due to failure at lockdown implementation.
false, Home Ministry of India has issued an order that sharing of any news related to coronavirus is a punishable offense under the IT Act.
false, Iranian child celebrity Anahita is suffering from COVID-19.
false, The government is not getting the test to detect COVID-19 from the company Genomica because it is run by the sister of a former opposition minister.
false, Castilla La-Mancha prohibits the use of adapted diving masks in patients with COVID-19.
false, Alleged resignation of the ministry of health in Costa Rica.
false, Costa Rica is at the peak stage of the virus.
misleading," Sneezing spreads droplets as far as 8 meters, and these droplets can stay suspended in the air for up to 24 hours. The velocity of sneezing is up to 35 meters per second."
false, Chewing betel nuts can prevent COVID-19 infection.
false, French summer holidays have been rescheduled to the end of July.
false, Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”
false, People in italy are dropping their money on the streets because of COVID-19 crisis.
false, Azan (islamic prayer call) is said from an old mosque in Granada for the first time after 500 years because of COVID-19.
misleading, Video of the funeral of coronavirus patients in Italy who died.
false, Inhaling hot steam can kill the coronavirus.
false," Amid the coronavirus crisis, Italy’s streets are now filled with discarded printed cash as seen in photos circulating on social media."
false, The electromagnetic waves of 5G penetrate the cells and weaken the immune system.
false, Breathing steam from boiling citrus peels prevents and cures coronavirus.
false, Filmmaker Sudhir Mishra getting beaten up by police during the lockdown for stepping out of home.
misleading, Air India is operating evacuation flights to bring back stranded Indians from London.
false, Here’s the new certificate that the Ministry of the Interior is now requesting from citizens in order to leave their house.
false, President Uhuru Kenyatta of Kenya ordered credit reference bureaus to delist Kenyans who had defaulted on loans to protect Kenyans from the economic effects of COVID-19.
false, A new alcohol-free sanitizer has been developed by the Dedan Kimathi University in Kenya.
false, Dr. Li Wenliang discovered coffee can cure coronavirus.
misleading," In Colombia, former Uribista congressman Alfredo Rangel wrote on Twitter some data attributed to the Johns Hopkins University about the new coronavirus, causing the current COVID-19 pandemic. In particular, he said that his lethality “in Colombia is the third lowest in the world, after Chile and Germany” and added that “it is less 10 times than in Italy, 8 times than Spain, 6 than in Iran and 5 than in France “"
false, Inhalation of hot steam can kill the novel coronavirus.
false, A claim that COVID-19 would have a deadline of “maximal infection” until April 3 in Brazil.
false, Form in Portuguese being shared on WhatsApp for people to give personal data in order to receive government economic aid.
false, A famous Brazilian doctor was defending the approach of “vertical social distancing.”
false, Photo shows food being distributed to Rwandans during coronavirus lockdown.
false, Food was discarded after Sao Paulo’s governor decree
false," Photo shows Italians prostrating themselves and praying to Allah, during the coronavirus crisis."
false," A video has been viewed thousands of times on Facebook, Instagram, Twitter and YouTube alongside a claim it shows people rioting and looting shops in England during the coronavirus lockdown."
false, Senegalese people flying back from Italy were killed on the spot at the Senegal airport.
false, Big Pharma is behind COVID-19 deaths.
false, CBS aired wrong video footage of a coronavirus hospital.
false, COVID-19 is a hoax or scapegoat for economic disaster.
false, World Economic Forum is a “fascist cabal” manipulating coronavirus.
false," Amid the coronavirus pandemic, Health Minister of India is playing Ludo."
false, Politician Rahul Gandhi met a coronavirus patient in Waynad.
false, An audio clip of Dr. Naresh Trehan cautioning people about the danger of COVID-19 in India.
false, Whether microwaving face masks sanitizes them.
misleading," A post has been shared repeatedly on Facebook, Twitter and on messaging app Line that claims Italy suffered a spike in novel coronavirus infections as a direct result of Italian citizens wearing shoes in their homes."
false, World Health Organization (WHO) has advised people against eating bakery items amid COVID-19 outbreak.
false, Taking a flu shot causes false positive results on COVID-19 tests.
false," A video of a ghost-like drone scaring people off the street has been viewed thousands of times on Facebook, Twitter, YouTube and Weibo alongside a claim that the footage shows a drone being used to enforce social distancing during the novel coronavirus pandemic in the Australian city of Brisbane."
false," A photo shows Kabataan Representative Sarah Elago at the mountain of Barangay Puray, Rodriguez, Rizal attending the 51st anniversary of the New People’s Army (NPA)."
false, Some supermarkets took advantage of the epidemic to rise the prizes of consumer goods such as pasta in France.
false, Video of dead bodies being thrown into a mass grave in Italy.
false, This image of Pope Francis falling during a mass and thereafter testing postive for COVID-19.
false," In a video, the Ooni of Ife, a Nigerian traditional healer, says that plant products and sulphur can be used to treat COVID-19, and a vaccine for the disease can be extracted from the substances too."
false," Drinking unsweetened black tea before the sun rises cures coronavirus. This was prophetised by a newborn baby, who died shortly after uttering the cure."
false," A 7 minutes video saying that COVID-19 is just a flu, and using misleading numbers to “prove” it."
false, A news article says that Russian president Vladimir Putin is supporting US president Donald Trump in stopping funding the World Health Organization. Putin has said that the WHO is evil and should be terminated.
misleading, This picture shows trucks carrying dead bodies of COVID-19 victims and the accompanying post implies it is in Italy.
false, The Peruvian Ministry of Health and the WHO advised to use ginger to combat the new coronavirus.
false, The UK has assigned COVID-19 to the same group of infectious diseases as the seasonal flu.
false, Sauna gives protection against COVID-19.
misleading, Ukraine lost a visa-free regime due to the coronavirus pandemic.
false, Claim that scientists from John Hopkins University say that one can protect oneself against the new coronavirus with warm water and Listerine.
misleading, The number of deaths from the novel coronavirus is tiny in comparison to the other causes of deaths.
false," A message asked people not to eat bakery food as it is not washable even if infected from the coronavirus, using a logo of the WHO."
false, Nostradamus predicted Coronavirus pandemic 500 years ago.
false, The Spanish government stopped counting the dead from COVID-19 between March 6 and 9.
false, The Spanish president’s wife and daughter went to Cuenca to quarantine.
false, Spanish authorities are not arresting people who attend mass.
false, Nike is giving away free shoes because of the new coronavirus.
false, Huawei has stopped sending masks because of an article by Spanish writer Josep Borrell.
false, President Donald Trump announced commercialization of a vaccine.
misleading, A video from Italian TV predicted the coronavirus in 2015.
false," A viral text based image post claiming that 5,000 from Italy were infected by mobile phone covers, quoting the findings were from a research without specifying any details or name of the research. The post advises to abandon phone covers."
true, An image of arms burned by allegedly using gel alcohol to disinfect.
false, A post claiming that Yangon region in Myanmar will be locked down within 48 hours says that announcement will come out officially.
false, Image of bakery items with the WHO logo and a message which given the impression that WHO had advised the public not to consume bakery products amid COVID-19 concerns.
false, Pope Francis asked believers to put a white handkerchief on their doorstep for the plague to go away.
false, A video post related to coronavirus is circulating in social media saying China is distributing the Quran.
false, A 20-second clip shows a burqa-clad woman having difficulty breathing.
false," The government was supposedly not buying evidence from a company related to the sister of María Dolores Cospedal, former secretary of the Popular Party, for ideological reasons."
false," Several photos of coffins, allegedly, with victims of the coronavirus for which the police are being investigated"
false, The king of Spain can supposedly dissolve the congress and appoint an emergency government during the state of alarm.
false, A video of an alleged seer who predicted the coronavirus in December 2019
false, Inhalation of hot steam can kill Novel Coronavirus.
false, Tire repairer who died in a work accident was included in the death figures for COVID-19.
false, Increase in cases of pneumonia in Mexico.
false," President Donald Trump claims he “didn’t say that” some of the medical equipment that governors are requesting, they don’t actually need."
misleading, Pangolin proven to be “responsible” for coronavirus.
false," A post shared repeatedly on WhatsApp and Facebook claims a Chinese doctor has discovered that drinking tea is effective in curing and relieving symptoms of the novel coronavirus, COVID-19."
false, Videos of a patient gasping for breath is shown as a patient from India.
misleading," pH level of coronavirus varies from 5.5 to 8.5 and to beat the virus, we should consume more alkaline food."
false, There is now a COVID-19 cure from the USA.
false, Video of police roughing up civilians claimed to be police in Spain enforcing a lockdown.
false, The Indian Army has been called to control seven areas in Mumbai that are not following the 21 day lockdown and are out of the Mumbai police’s control.
false, The Indian Home Ministry considers posting anything about coronavirus a punishable offence.
false, Brazilian Ministry of Health hinted that relatives of COVID-19 victims should doubt the death certificates.
misleading, A photo has been shared hundreds of times in multiple Facebook posts alongside a claim that it shows a hospital car park in Singapore which will be converted into wards during the novel coronavirus pandemic.
false, Video of Muslims applying their saliva to plates and spoons to spread the coronavirus disease.
false, Video of police strictly implementing lockdown in Spain.
false, Recent photo of PM Modi visiting a church and offering prayers to save the country from the coronavirus outbreak.
false, It is predicted that using Turmeric can cure coronavirus in India in a newborn baby suffering from birth defects.
false, The French doctor Jean-Roger Hospital sent an email which claims you can protect yourself against COVID-19 by drinking water every 15 minutes.
misleading, Website offers a rapid test for COVID-19 to check yourself in seconds.
misleading, “The Kaaba opened again” or “the Hajj was not stopped.”
misleading, Multiple posts shared hundreds of times on Facebook and Twitter in March 2020 claim a new vaccine and a new drug have been developed to prevent and treat the novel coronavirus. The posts claim the developments were made by scientists in Japan and the Philippines respectively.
false," When you complete a registration for a 5,000 Baht support fund, it will show you a green sign, not a blue sign."
false," A video has been viewed tens of thousands of times in multiple Facebook, Instagram and YouTube posts which claim it shows people in China toppling a 5G tower because of fears that it cause the novel coronavirus."
misleading, WHO advisory asks people not to consume bakery items as they get contaminated by coronavirus easily.
misleading," Official news: in Naples people have used Tocilizumab, a drug that will cure COVID-19."
misleading," Last week, the Valle del Lili Foundation in Cali summoned a press conference to speak about a “Treatment of infection with coronavirus (COVID-19).” It was “a treatment option through two medications such as: Hydroxychloroquine and Azithromycin, which can rapidly decrease the growth and expansion of the virus in the patient, decrease the possibility of serious illness or respiratory failure, as well as the possibility of contagion to others,” according to the press release."
false," Video of a heartbreaking story of an Italian/Greek couple. Regardless of the risk of getting infected, a guy took off his protective suit and kissed his fiancee. They both died on March 25."
false, Photo with a list of open community dining rooms in Bogotá.
false," A claim that India’s Ministry of Home Affairs has made it a “punishable offense” for citizens to publish posts on social media about the novel coronavirus has been shared repeatedly on Facebook, Twitter and WhatsApp."
false, Inhalation of steam from hot water kills COVID-19
false, An internet publication claimed that telecommunications company MTN is giving free internet data to people living in lockdown areas.
false, Did Kennedy Center give DNC $5 million after getting relief from coronavirus stimulus?
false, An ancient Egyptian food consisting of dry Corchorus Olitorius with lemon and garlic can prevent and cure COVID-19.
false, COVID-19 not being blamed for deaths due to unrelated causes.
false," As per Aajtak news channel, PM Narendra Modi announced a shutdown of internet services for a week."
false, Bollywood actor Shahrukh Khan donated 45 Crore (450 million) rupees to Pakistan.
false," A video has been viewed tens of thousands of times in multiple Facebook, YouTube and Twitter posts alongside a claim it shows the Islamic call to prayer being heard in Spain during the COVID-19 epidemic for the first time in 500 years."
false, G-7 countries have asked Modi to lead them in preventing coronavirus.
false, Photos of medicines from the US which will be only given to selected people by the Indian government in the name of COVID-19 treatment to eliminate them.
false," CEOs got advance notice of COVID, then resigned to dump stock."
false, French Astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.
false, Johns Hopkins University published a list of instructions that can help protect us from the new coronavirus.
false, A Facebook user suggested that palm oil can stop the spread of COVID-19.
false," Don’t left alcohol gel in your car, it could burn and explode."
false," The chief minister of the state of Madhya Pradesh said that since the lockdown restrictions were not being adhered to effectively, all the houses will be locked from outside starting April 1, 2020."
false," The photos of Ukrainian hospitals show that they are not ready, at the end of March, to accept patients with COVID-19."
false, Inhaling steam kills the coronavirus.
false, Pakistan’s PM Imran Khan tested COVID-19 positive.
false," Pakistan’s Dr. Usama Riaz, who contracted coronavirus while treating patients, had left a video message before he died."
false, Boiled sumac cures COVID-19.
false, The current coronavirus outbreak is due to the movement toward 5G.
false, The coronavirus spreads in the air for eight hours.
false, The viral text message claims that the chemical substances (methylxanthines) required to cure COVID-19 can be found in tea. Dr. Li Wenliang had found this cure while researching about coronavirus before his death.
false," A viral video post claiming that Myanmar people have resistance to coronavirus. The narration says that since Myanmar people eat rice, fish paste and vegetables, they don’t need to worry about coronavirus infections as their immune systems are stronger than those of people from the west."
false, Huawei stopped donating masks to Europe.
false," The co-founder of the Union, Progress and Democracy (UPyD) party, Rosa Díe allegedly tweeted that she says “it is time for the Army to take over …” to handle the emergency."
false," An alleged tweet from the president of the Vox political party in Spain, Santiago Abascal, in which someone has to answer for the infected including a misspelling."
false, Bolivian former Health minister Ariana Campero used an image in a twitter post to criticize the government.
false, A declaration by the director of the Center for Coordination of Health Alerts and Emergencies of Spain about tests of COVID-19 for health personnel.
misleading," A viral post claiming there is a French state scandal about chloroquine, with 20 different claims."
misleading, Photo shows a man was cured of COVID-19 by hydroxychloroquine.
false, The title of the article states: “The first pregnant woman with coronavirus in Macedonia gave birth.”
false, News graphic saying Indian prime minister has asked for the internet to be shut down in the country.
misleading, A news publication reports the Royal Palace confirms Queen Elizabeth tests positive for coronavirus.
false, A website claiming that China has confirmed that patient zero had sex with a bat.
false, Bombay High Court is extending Maharashtra’s lockdown to April 31.
false, Myanmar’s former military junta donated Ks 1000 Lakhs to COVID-19 fund.
false, Audio from the Secretary of Risk Management for Cali on the exponential growth of coronavirus.
false, A Facebook publication ensures that “there is a new generation of genetic vaccines ready to be inoculated in the world population.”
false, The following statement: “There are prisoners infected with the coronavirus; the state is hiding this fact.”
false, A headline: “Latest News / Something Big is Happening in Europe.”
false, Multiple news reports circulating in Nigeria claim that Buckingham Palace has announced Britain’s Queen Elizabeth tested positive for COVID-19.
false, Neem leaves can cure COVID-19.
false, Putting eucalyptus (Vicks VapoRub) in the nose prevents COVID-19.
false, Water vapor inactivates COVID-19.
false, India TV telecasted news that Bollywood Actor Shahrukh Khan donated 450 million (45 Crore) Rupees to Pakistan Oil tanker blast victims.
false, Video of a person infected with coronavirus committing suicide in New York.
false," Indian Army has built a 1,000-bed hospital in Rajasthan in eight days for the treatment of COVID-19."
false, A video of a man committing suicide by jumping from a hotel in Italy after his entire family died because of the coronavirus.
false, Video of police strictly implementing a lockdown in Spain.
false, “Queen Elizabeth tests positive for COVID-19.”
false, Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”
false," Posts shared more than 20,000 times on Facebook feature a photo of a crying child and two others showing a woman and a man in hospital beds, claiming that the boy’s parents are infected with the novel coronavirus"
misleading, Says a “5G Law Passed while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.
false, Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”
false, Audio clips from a doctor who works for Argentina’s most important lab testing for coronavirus.
misleading, A comparison of the evolution of the coronavirus in Argentina and Chile.
misleading, COVID-19 affects mainly people with type A blood (group II).
false, Official statement of the Serbian Government claiming that experts recommended to ban pet walks.
misleading, Viral post along with a pictures claims civilian thrashing a policeman during lockdown.
false, CDC recommends that people shave their facial hair to prevent coronavirus.
misleading, Inhaling the steam of sea salt and orange peelings can prevent coronavirus infection.
false," “These are the coffins of people that have died from COVID-19. Would you now stay at home, you idiots?”"
false, Screenshots of messages showing emergency cash transfers from the Government of Kenya in response to COVID-19.
false, A front page article by the Southern Times cautioning against travel to Kenya because of the growing number of cases in Kenya.
false, Russia released lions in the streets forcing people to quarantine.
false, The number of COVID-19 cases we hear about is fake.
false," A Facebook user attributed a post to ex-President Mahama, saying he will not donate his money to support COVID-19 fight."
false, Sao Paulo governor’s decree artificially raises the number of COVID-19 deaths.
true," A video says that a Japanese doctor has proven that coronavirus is airborne. Therefore, it’s critical to wear face masks."
false, Whether CDC had scheduled announcement that all should wear masks for everyday life.
false, If Florida banned alcohol sales due to coronavirus.
false," French State approved a medical protocol with Plaquenil, lopinavir/ritonavir to cure COVID-19, which is more expensive than Pr. Raoult’s protocol with chloroquine."
false," Amid COVID-19 pandemic, MP government ordered houses locked from April 1, 2020."
false," As per the video, Bollywood actor Aamir Khan donated 250 crore to fight aganist COVID-19."
false," Global temperature, CO2 in atmosphere and ozone hole has decreased in two months of quarantine."
false, WHO announces Algeria outside of danger regarding COVID-19.
false, Queen Elizabeth II has been diagnosed with coronavirus.
misleading," A video shows right wing blogger Billy Six who filmed himself in an empty hospital to prove that there is no crisis, there are no patients and nobody is sick."
false," A news site, Adepanews, stated that the Ghana Health Service announced a 100% COVID-19 recovery rate."
false, MMS drug cures COVID-19
misleading, BCG vaccine protects from COVID-19.
false," Drinking two spoonfuls of palm oil daily protects against coronavirus, according to the World Health Organization."
false, Biomagnetic resonance can help to treat COVID-19.
false, The vaccine for coronavirus is ready. US President Donald Trump has announced that Roche Medical Company will launch it.
false," A COVID-19 patient was caught by the police in the Gorakhpur district in the state of Uttar Pradesh, India."
false, Northern Ireland Government has contingency plans for COVID-19 include turning Dundonald Ice Bowl into a morgue to store bodies temporarily.
false, Italy has surrendered to the coronavirus pandemic as all the measures to control COVID-19 have been exhausted.
false, Amitabh Bachchan gave 500 million rupees to the Mumbai government to fight the coronavirus.
false," Indian Army has constructed an advanced hospital with a capacity of 1,000 beds in Barmer, Rajasthan, to cope with COVID-19."
false, A Matt Damon movie trailer that predicts the coronavirus pandemic.
false, Hot baths can help prevent the coronavirus.
false, Indian State of Kerala Opposition leader writes to Chief Minister Pinarayi Vijayan to adopt methods to save only those with stronger immunity from COVID-19 infection.
false, Indian Prime Minister Modi announced an internet ban due to the spread of misinformation regarding COVID-19.
false, Video post showing that conflict between villagers and police in India as a COVID-19 suspected corpse was carried to the cemetery.
false, Claim that Saint Corona has always been a patron saint against epidemics.
false, A herd of deer reclaimed the Ooty-Coimbatore road.
false," In the 30-second viral video, a man lifts his shirt and challenges aa police officer who is pointing a gun at him. Another police officer kicks the man from behind, pins him down on the road and makes an arrest. The text overlaid on the video reads “Italy says lockdown, they mean it.”"
false, President Donald Trump attending the recital of Quran verses to fight coronavirus.
false, A photo with a message of a doctor crying saying that the coronavirus is stronger than science.
false, An image claiming that Vladimir Putin said that the United States created coronavirus as a biological weapon.
true, An online survey to self-assess coronavirus symptoms.
false, An emergency department closed in a Spanish hospital.
false, A video claiming bodies packed in body bags are being dumped in mass graves in Italy and Spain.
false," Images showing vaccines for coronavirus have already been discovered, were patented and will be readily available."
false, Indian Home Minister Amit Shah claimed to be infected with COVID-19.
false, The Netflix Korean drama “My Secret Terrius” predicted the coronavirus outbreak in 2018.
false, False measures of coronavirus in Bogota.
false, An image of a elderly man’s death in Italy.
false," Alleged images of markets that have been sacked by angry mobs because of the lockdown, in São Paulo."
false, H1N1 was far more damaging to Brazil than COVID-19: the number of cases and deaths was far higher.
false," Israel applied “vertical lockdown” (younger, not at risk people are allowed to carry on their daily routines), and has the lowest death rate for COVID-19 in the world."
false, Bollywood superstar Aamir Khan donated Rs. 250 crore to tackle the novel coronavirus outbreak.
misleading," Indian businessman, WIPRO chairman and philanthropist Azim Prem donated 50,000 Crore to fight the COVID-19 outbreak in India."
false, Coronavirus has been found in crab legs.
misleading, Telephone networks are about to collapse in Mexico.
false, COVID-19 is destroyed with the “hair dryer” technique.
false, Some cities in Turkey are going to be disinfected by helicopters.
false, Council of Higher Education in Turkey announced the spring term has already been over.
false, Netflix gives spoiler on city screens to discourage people from going out.
false," Two articles claiming that iconic coffee chain Tim Hortons will close all Canada franchises on 3/30/20 because of the novel coronavirus were shared more than 150,000 times on Facebook."
false, News ticker added to an image from Sri Lankan Ada Derana TV channel gives the impression that Dr Seetha Arambepola stated there is a secret medicine for COVID-19 during a TV interview
false, A video claims to be of Canadian Prime Minister Justin Trudeau’s wife Sophie Grégoire Trudeau who is infected with coronavirus.
false, This is a picture of the old city in Hyderabad (India) today despite the lockdown.
false, A licensed guide from Rome and the Vatican named Katya tells what is really going on with the coronavirus epidemic in Italy.
misleading, Italian PM said that the country has surrendered to the COVID-19 pandemic
false, A Facebook post suggests that a scientist in the United States has found a cure for coronavirus.
false," Inhaling the steam from boiled water with dissolved salt is an effective cure for COVID-19, the disease caused by the novel coronavirus."
false," “A few hours ago, China officially announced the success of the Cuban serum that Dr. Hala, Cuba’s Minister of Health, presented to the Chinese Ministry of Health to treat the coronavirus , which turned out to be 100% effective in more than seven cases that have been cured”"
misleading," Italian priest died, refusing to use respirator as he sacrificed it to a younger person."
false," French professor Didier Raoult, director of IHU Marseille, told Africans not to take “Bill Gates’ vaccine” against coronavirus because it is “poisonous.”"
false," Venezuelan YouTuber Ruby Demestoy talked about Event 201, Bill Gates and VIH and SARS conspiracies."
false, The WHO admitted the coronavirus is transmitted because it is in the air for 8 hours.
false," Boil weed and ginger for COVID-19 victims, and the virus will vanish."
misleading," A sensationalist headline claiming that there is a new virus in China, the hantavirus."
misleading, A Chinese study is the definitive proof that chloroquine works.
false, Video of mass grave claiming to be Italy.
misleading, You have to take off your clothes and shoes outside and wash them with disinfectants. The virus sticks to the floor for nine hours and also spreads via the wind.
misleading," By clicking on an italian YouTube song, you donate money to a hospital in Bergamo."
misleading," Video of a waitress saying, “I lost my job. But I’ll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats.”"
misleading," Seven photos have been shared repeatedly in multiple posts on Facebook and Twitter, alongside a claim that they show vegetables donated to disadvantaged people during a curfew prompted by the novel coronavirus pandemic in Sri Lanka."
false, Photo of deer on Ooty-Coimbatore road during the current lockdown (COVID-19).
false, “Mainstream media” used a photo from a 2017 movie as an image for Italy’s coronavirus morgue.
false, RAI TV news report from 2015 proves COVID-19 was made in a Chinese laboratory.
false, COVID-19 no longer considered a dangerous disease in the UK.
false, 5G is the cause of the coronavirus pandemic.
false, “They’re furloughing nurses in hospitals in western New York state.”
false, A claim that 500 body bags were delivered to an ice skating rink outside the Australian city of Adelaide has been shared widely on Facebook during the novel coronavirus pandemic.
misleading, Biden claims that Trump did not try to get medical experts into China.
misleading, Eight regions in Perú have no plan to manage the coronavirus crisis.
false, The Argentine vice president flew to her home state and violated the quarantine.
false, Series of WhatsApp chains offering sums of money “from the national government and the WHO” and food packages from Walmart. All of them shared Google forms to sign up.
false, Car insurance won’t cover damage to your vehicle during the quarantine.
false," A recipe involving a full lemon and ground cloves has cured a woman’s COVID-19 symptoms. She isn’t sure she and her maid actually had COVID-19, but she still encourages people who think they have it to take this recipe."
false, 59 people from Kenya die after drinking Dettol when Prophet Rufus Phala of AK Spiritual Christian Church told them to do so to prevent COVID-19 infection.
false, Boiled eggs can treat coronavirus.
false, Italian President Mattarella: “Italy will declare a life-long quarantine”
false, Houses should be heated above 23 degrees Celsius because the new coronavirus can only “spread at low temperatures”.
false," Video shows Italian people doing an Islamic prayer in the streets, asking God to alleviate the COVID-19 epidemic."
false," According to the University of Turin, taking more Vitamin D will reduce the risk of infection by the coronavirus."
false, Posts on social media claim that a “Spanish biological researcher” called on international soccer stars Cristiano Ronaldo and Lionel Messi to find a cure for COVID-19 since they earn much more money than scientists.
false, An article shared hundreds of times on Facebook claims that the Ethiopian government has approved a traditional medicine treatment for COVID-19 after successful clinical trials on animals and humans.
false, A post shared repeatedly claims Singapore has started enforcing spot fines for people who flout certain social distancing regulations during the novel coronavirus pandemic.
false, Video clip shows people keep leaving Phuket.
false, Photo of Kenyan crowds waiting for coronavirus curfew to start.
false," Drinking a mix of baking soda and lemon as a hot tea cures COVID-19. Claims this “cure” has meant that there have been cases of COVID-19 in Israel, where the drink is popular."
misleading, Dr. Usman Riyaz from Delhi died from the coronavirus.
misleading, Indian Telecom company Jio announced a free recharge worth Rs 498 for all Indian citizens during coronavirus lockdown
false, A post claiming that Uganda recorded its first COVID-19 death on March 25.
false, “Here’s the problem — we are testing people for any strain of a coronavirus — not specifically for COVID-19. There are no reliable tests for a specific COVID-19 virus.”
misleading, The WHO amended its guideline: coronavirus can travel in aerosols and is infectious in the air for eight hours. Everyone must wear a face mask no matter where they are.
false," Surin Province governor in Thailand revealed that 100,000 people are infected."
false," If you don’t wear a mask while driving, police will fine you 200 baht."
false, The medical authorities ask people to leave their groceries outside and disinfect everything with bleach.
false," A Facebook user made a post saying that “Ghana has recorded 1,500 cases of coronavirus.”"
false, Israel has the best situation in the world in the face of the coronavirus pandemic without isolation measures.
false, Images shows how Indian police have beaten up migrant workers amid India’s lockdown for commuting
false, Whether coronavirus began with man having sex with a bat.
false, Whether countries with high rates of childhood vaccines were hit hardest by coronavirus.
false, If Queen Elizabeth II tested positive for coronavirus.
false, NY banned cigarette sales because of the coronavirus.
false," As per the news of Aajtak, Home Minister Amit Shah tested postive for COVID-19."
misleading, Fire triggered by gas tanker leak near Delhi’s Shahdara Mor.
false, Images of migrant labourers beaten by the police on highways during the current national lockdown.
misleading," In Spain, the police came to encourage doctors to work after they gave up and wanted to quit."
false, A video of body bags being dumped in a ditch shows the “situation in Italy” due to the coronavirus.
false, COVID-19 contains a fragment of the deadly synthetic bacterium Cynthia.
false," A video featuring aerial shots of futuristic skyscrapers, giant bridges and other landmarks has been shared thousands of times on Facebook with claims that it shows Wuhan, the central Chinese city where the novel coronavirus pandemic emerged in December 2019."
false, This video shows Italians lost hope and went out in the streets because of COVID-19.
false, A photo shows an 80-truck convoy of the Italian Army moving corpses of COVID-19 patients.
misleading, A post warning people to stay at home shows rows upon rows of coffins in “Italy.”
false, A photo shows a COVID-19 vaccine that can cure a patient in three hours.
false, A photo showing bodies scattered on a street is used to claim that there are no more doctors in Italy.
false, Philippine President Rodrigo Duterte said all countries in the world have imposed lockdowns to counter the spread of COVID-19.
false, Hydroxychloroquine and chloroquine are cures for the new coronavirus.
false, Multiple posts shared thousands of times on Facebook claim that the United States has found a cure for the novel coronavirus.
false," A formula with alcohol, vinegar, citrus peel and rosemary has the effectiveness of a disinfectant."
false, Houseflies can transmit the COVID-19 virus.
false, Breathing in the water vapor kills the novel coronavirus.
misleading," Going near a fire or stove after applying hand sanitizers, causes more fire as it contains alcohol."
false, Images show hands burnt after the use of hand sanitiser.
misleading, Chinese government accuses Indonesia of spreading the coronavirus
false, Doctor Li Wenliang and a hospital in China suggest drinking tea for coronavirus patients.
